time,amplitude_data,type,duration,sample_rate,amplitude,frequency,phase,noise
0.92,-0.4202940924147517,SineSignal,5,100,2,1,0,0.3
0.93,0.11349290941672452,SineSignal,5,100,2,1,0,0.3
0.9400000000000001,0.3731768266502221,SineSignal,5,100,2,1,0,0.3
0.9500000000000001,0.06210500045802425,SineSignal,5,100,2,1,0,0.3
0.96,-1.024238551646362,SineSignal,5,100,2,1,0,0.3
0.97,0.8099162823777724,SineSignal,5,100,2,1,0,0.3
0.98,0.7459637022140392,SineSignal,5,100,2,1,0,0.3
0.99,0.18718835821380544,SineSignal,5,100,2,1,0,0.3
1.0,0.8022642663900423,SineSignal,5,100,2,1,0,0.3
1.01,0.04376069733631956,SineSignal,5,100,2,1,0,0.3
1.02,0.0010680987978085588,SineSignal,5,100,2,1,0,0.3
1.03,0.23352104129762868,SineSignal,5,100,2,1,0,0.3
1.04,0.4890099927915879,SineSignal,5,100,2,1,0,0.3
1.05,1.0564471320315558,SineSignal,5,100,2,1,0,0.3
1.06,0.25640178470038155,SineSignal,5,100,2,1,0,0.3
1.07,1.9098029855235026,SineSignal,5,100,2,1,0,0.3
1.08,0.27489872676925053,SineSignal,5,100,2,1,0,0.3
1.09,1.0598690469913972,SineSignal,5,100,2,1,0,0.3
1.1,0.9666352180093366,SineSignal,5,100,2,1,0,0.3
1.11,2.126044304551855,SineSignal,5,100,2,1,0,0.3
1.12,0.6266675339049153,SineSignal,5,100,2,1,0,0.3
1.1300000000000001,1.5023110380125209,SineSignal,5,100,2,1,0,0.3
1.1400000000000001,2.2249595045656236,SineSignal,5,100,2,1,0,0.3
1.1500000000000001,0.8417230573484252,SineSignal,5,100,2,1,0,0.3
1.16,1.21989626612243,SineSignal,5,100,2,1,0,0.3
1.17,2.064119023522832,SineSignal,5,100,2,1,0,0.3
1.18,2.1486257931335553,SineSignal,5,100,2,1,0,0.3
1.19,1.8560094412503874,SineSignal,5,100,2,1,0,0.3
1.2,2.2296233614815724,SineSignal,5,100,2,1,0,0.3
1.21,2.4265187414037532,SineSignal,5,100,2,1,0,0.3
1.22,2.2495652204026197,SineSignal,5,100,2,1,0,0.3
1.23,2.184400024661179,SineSignal,5,100,2,1,0,0.3
1.24,2.4156988081695627,SineSignal,5,100,2,1,0,0.3
1.25,1.8190217517535365,SineSignal,5,100,2,1,0,0.3
1.26,0.3768294333269582,SineSignal,5,100,2,1,0,0.3
1.27,2.0388842737788404,SineSignal,5,100,2,1,0,0.3
1.28,1.281203680386708,SineSignal,5,100,2,1,0,0.3
1.29,0.3526202015988553,SineSignal,5,100,2,1,0,0.3
1.3,1.7320098086870375,SineSignal,5,100,2,1,0,0.3
1.31,1.7068316828828376,SineSignal,5,100,2,1,0,0.3
1.32,1.6547333847815333,SineSignal,5,100,2,1,0,0.3
1.33,1.6288795469815434,SineSignal,5,100,2,1,0,0.3
1.34,1.3925285203159374,SineSignal,5,100,2,1,0,0.3
1.35,0.8753580075829005,SineSignal,5,100,2,1,0,0.3
1.36,1.5499773796762548,SineSignal,5,100,2,1,0,0.3
1.37,2.8085182895040055,SineSignal,5,100,2,1,0,0.3
1.3800000000000001,1.4038245938391245,SineSignal,5,100,2,1,0,0.3
1.3900000000000001,0.8699932959107739,SineSignal,5,100,2,1,0,0.3
1.4000000000000001,2.3680507032276963,SineSignal,5,100,2,1,0,0.3
1.41,0.8304528812625389,SineSignal,5,100,2,1,0,0.3
1.42,0.4048070130410334,SineSignal,5,100,2,1,0,0.3
1.43,0.34573535183538806,SineSignal,5,100,2,1,0,0.3
1.44,0.8535697755727338,SineSignal,5,100,2,1,0,0.3
1.45,-0.25823169987063643,SineSignal,5,100,2,1,0,0.3
1.46,0.12496708697715914,SineSignal,5,100,2,1,0,0.3
1.47,0.6452267550010189,SineSignal,5,100,2,1,0,0.3
1.48,0.1283954132207557,SineSignal,5,100,2,1,0,0.3
1.49,0.021107696673517057,SineSignal,5,100,2,1,0,0.3
1.5,0.6488746380646853,SineSignal,5,100,2,1,0,0.3
1.51,0.06735403500479223,SineSignal,5,100,2,1,0,0.3
1.52,-1.0162417277182059,SineSignal,5,100,2,1,0,0.3
1.53,-0.2676576302520481,SineSignal,5,100,2,1,0,0.3
1.54,0.1412785187499503,SineSignal,5,100,2,1,0,0.3
1.55,-0.5568304163243766,SineSignal,5,100,2,1,0,0.3
1.56,-0.7783443541493321,SineSignal,5,100,2,1,0,0.3
1.57,-0.894171687644533,SineSignal,5,100,2,1,0,0.3
1.58,-1.1936394905175438,SineSignal,5,100,2,1,0,0.3
1.59,-0.8146669193440632,SineSignal,5,100,2,1,0,0.3
1.6,-1.0665548588152012,SineSignal,5,100,2,1,0,0.3
1.61,-1.2872956358072611,SineSignal,5,100,2,1,0,0.3
1.62,-1.9510441332646487,SineSignal,5,100,2,1,0,0.3
1.6300000000000001,-2.152693333710552,SineSignal,5,100,2,1,0,0.3
1.6400000000000001,-1.1878651692221565,SineSignal,5,100,2,1,0,0.3
1.6500000000000001,-0.9006545395925237,SineSignal,5,100,2,1,0,0.3
1.6600000000000001,-1.6833959905737206,SineSignal,5,100,2,1,0,0.3
1.67,-1.0719744113151908,SineSignal,5,100,2,1,0,0.3
1.68,-2.1743451021022437,SineSignal,5,100,2,1,0,0.3
1.69,-1.6491134738274975,SineSignal,5,100,2,1,0,0.3
1.7,-1.9282347715849057,SineSignal,5,100,2,1,0,0.3
1.71,-1.6843681440403067,SineSignal,5,100,2,1,0,0.3
1.72,-1.503360514558522,SineSignal,5,100,2,1,0,0.3
1.73,-1.438120843365597,SineSignal,5,100,2,1,0,0.3
1.74,-2.9679145107238263,SineSignal,5,100,2,1,0,0.3
1.75,-1.7424796104128928,SineSignal,5,100,2,1,0,0.3
1.76,-2.0632373493059992,SineSignal,5,100,2,1,0,0.3
1.77,-3.2831088698768234,SineSignal,5,100,2,1,0,0.3
1.78,-1.705900529855134,SineSignal,5,100,2,1,0,0.3
1.79,-2.659543408225257,SineSignal,5,100,2,1,0,0.3
1.8,-1.5084937199300232,SineSignal,5,100,2,1,0,0.3
1.81,-0.6195771753035042,SineSignal,5,100,2,1,0,0.3
1.82,-1.829300585274232,SineSignal,5,100,2,1,0,0.3
1.83,-0.024902165813550425,SineSignal,5,100,2,1,0,0.3
1.84,-2.51678467947542,SineSignal,5,100,2,1,0,0.3
1.85,-3.6892440524266363,SineSignal,5,100,2,1,0,0.3
1.86,-1.8858557641894058,SineSignal,5,100,2,1,0,0.3
1.87,-1.9236313191797672,SineSignal,5,100,2,1,0,0.3
1.8800000000000001,-1.7203247934430945,SineSignal,5,100,2,1,0,0.3
1.8900000000000001,-0.7339561190598592,SineSignal,5,100,2,1,0,0.3
1.9000000000000001,-1.2783319595601246,SineSignal,5,100,2,1,0,0.3
1.9100000000000001,-1.185583573609032,SineSignal,5,100,2,1,0,0.3
1.92,-1.245655167344259,SineSignal,5,100,2,1,0,0.3
1.93,-1.2979968777766955,SineSignal,5,100,2,1,0,0.3
1.94,-0.8404123229924341,SineSignal,5,100,2,1,0,0.3
1.95,-0.6213107776848228,SineSignal,5,100,2,1,0,0.3
1.96,0.10363633294962765,SineSignal,5,100,2,1,0,0.3
1.97,-0.6007672647044925,SineSignal,5,100,2,1,0,0.3
1.98,-0.04242278171922639,SineSignal,5,100,2,1,0,0.3
1.99,-1.2177501867108151,SineSignal,5,100,2,1,0,0.3
2.0,0.08983600841152564,SineSignal,5,100,2,1,0,0.3
2.0100000000000002,-0.3946426141074364,SineSignal,5,100,2,1,0,0.3
2.02,-0.4950739254516262,SineSignal,5,100,2,1,0,0.3
2.0300000000000002,0.4930249498864789,SineSignal,5,100,2,1,0,0.3
2.04,0.006235154173980295,SineSignal,5,100,2,1,0,0.3
2.05,0.7722364397244538,SineSignal,5,100,2,1,0,0.3
2.06,0.963816802043115,SineSignal,5,100,2,1,0,0.3
2.07,0.1667152820780171,SineSignal,5,100,2,1,0,0.3
2.08,1.9719379759062334,SineSignal,5,100,2,1,0,0.3
2.09,0.5220358468228937,SineSignal,5,100,2,1,0,0.3
2.1,1.2520173680705031,SineSignal,5,100,2,1,0,0.3
2.11,0.8906497950911265,SineSignal,5,100,2,1,0,0.3
2.12,1.1969600280611195,SineSignal,5,100,2,1,0,0.3
2.13,2.1973829902767337,SineSignal,5,100,2,1,0,0.3
2.14,2.0755349940831334,SineSignal,5,100,2,1,0,0.3
2.15,1.6643527252284251,SineSignal,5,100,2,1,0,0.3
2.16,1.4431819677840807,SineSignal,5,100,2,1,0,0.3
2.17,1.6072211856471472,SineSignal,5,100,2,1,0,0.3
2.18,2.0074276033924905,SineSignal,5,100,2,1,0,0.3
2.19,1.9840945847480693,SineSignal,5,100,2,1,0,0.3
2.2,1.9157632486762532,SineSignal,5,100,2,1,0,0.3
2.21,2.737731989446757,SineSignal,5,100,2,1,0,0.3
2.22,2.949269240553546,SineSignal,5,100,2,1,0,0.3
2.23,1.707641972861053,SineSignal,5,100,2,1,0,0.3
2.24,1.8872641824934984,SineSignal,5,100,2,1,0,0.3
2.25,2.150839106558029,SineSignal,5,100,2,1,0,0.3
2.2600000000000002,1.3159846492191654,SineSignal,5,100,2,1,0,0.3
2.27,2.9661654546851444,SineSignal,5,100,2,1,0,0.3
2.2800000000000002,1.7004354070470695,SineSignal,5,100,2,1,0,0.3
2.29,1.3069019333657486,SineSignal,5,100,2,1,0,0.3
2.3000000000000003,1.5209195504013469,SineSignal,5,100,2,1,0,0.3
2.31,2.3347966621809153,SineSignal,5,100,2,1,0,0.3
2.32,1.5863686064619682,SineSignal,5,100,2,1,0,0.3
2.33,1.3217468496503022,SineSignal,5,100,2,1,0,0.3
2.34,1.55627348057607,SineSignal,5,100,2,1,0,0.3
2.35,1.6888858479139346,SineSignal,5,100,2,1,0,0.3
2.36,1.8240204994197915,SineSignal,5,100,2,1,0,0.3
2.37,1.1327952885819532,SineSignal,5,100,2,1,0,0.3
2.38,1.4614573648261586,SineSignal,5,100,2,1,0,0.3
2.39,2.116750751517706,SineSignal,5,100,2,1,0,0.3
2.4,2.790448626507831,SineSignal,5,100,2,1,0,0.3
2.41,0.8959514097087059,SineSignal,5,100,2,1,0,0.3
2.42,0.002203504403505807,SineSignal,5,100,2,1,0,0.3
2.43,1.1130324649783512,SineSignal,5,100,2,1,0,0.3
2.44,-0.07640927541365805,SineSignal,5,100,2,1,0,0.3
2.45,-0.10353523032890088,SineSignal,5,100,2,1,0,0.3
2.46,0.4032698360630367,SineSignal,5,100,2,1,0,0.3
2.47,0.3825235899893153,SineSignal,5,100,2,1,0,0.3
2.48,-0.6479168781618938,SineSignal,5,100,2,1,0,0.3
2.49,1.1868174498254915,SineSignal,5,100,2,1,0,0.3
2.5,0.2663134601192119,SineSignal,5,100,2,1,0,0.3
2.5100000000000002,-0.12112338863790999,SineSignal,5,100,2,1,0,0.3
2.52,0.15752232301275199,SineSignal,5,100,2,1,0,0.3
2.5300000000000002,-0.6352646720137027,SineSignal,5,100,2,1,0,0.3
2.54,-1.4821186152993966,SineSignal,5,100,2,1,0,0.3
2.5500000000000003,-0.6967183187980843,SineSignal,5,100,2,1,0,0.3
2.56,-1.0774775849372669,SineSignal,5,100,2,1,0,0.3
2.57,-0.9769844046444021,SineSignal,5,100,2,1,0,0.3
2.58,-0.4465071853493312,SineSignal,5,100,2,1,0,0.3
2.59,-1.188602183497692,SineSignal,5,100,2,1,0,0.3
2.6,-1.2651578625757107,SineSignal,5,100,2,1,0,0.3
2.61,-1.7437733827057769,SineSignal,5,100,2,1,0,0.3
2.62,-1.1807205582862368,SineSignal,5,100,2,1,0,0.3
2.63,-0.5013107234649214,SineSignal,5,100,2,1,0,0.3
2.64,-1.5946458420426444,SineSignal,5,100,2,1,0,0.3
2.65,-2.4071012677454395,SineSignal,5,100,2,1,0,0.3
2.66,-1.6836808327094228,SineSignal,5,100,2,1,0,0.3
2.67,-2.39547343915816,SineSignal,5,100,2,1,0,0.3
2.68,-0.9749610885504224,SineSignal,5,100,2,1,0,0.3
2.69,-0.641552594338145,SineSignal,5,100,2,1,0,0.3
2.7,-1.4148393030017368,SineSignal,5,100,2,1,0,0.3
2.71,-2.036814593965962,SineSignal,5,100,2,1,0,0.3
2.72,-2.187220394581673,SineSignal,5,100,2,1,0,0.3
2.73,-2.6760073617247286,SineSignal,5,100,2,1,0,0.3
2.74,-2.3565065595418044,SineSignal,5,100,2,1,0,0.3
2.75,-1.5255478332585832,SineSignal,5,100,2,1,0,0.3
2.7600000000000002,-1.760024909793215,SineSignal,5,100,2,1,0,0.3
2.77,-1.392965980456819,SineSignal,5,100,2,1,0,0.3
2.7800000000000002,-1.8450772018052068,SineSignal,5,100,2,1,0,0.3
2.79,-2.4840439490617423,SineSignal,5,100,2,1,0,0.3
2.8000000000000003,-2.426174038235977,SineSignal,5,100,2,1,0,0.3
2.81,-1.169199895070009,SineSignal,5,100,2,1,0,0.3
2.82,-2.5673358813683858,SineSignal,5,100,2,1,0,0.3
2.83,-2.9310431187639616,SineSignal,5,100,2,1,0,0.3
2.84,-1.6093256581245565,SineSignal,5,100,2,1,0,0.3
2.85,-1.367188154504813,SineSignal,5,100,2,1,0,0.3
2.86,-2.245418988803444,SineSignal,5,100,2,1,0,0.3
2.87,-1.7948724819083313,SineSignal,5,100,2,1,0,0.3
2.88,-0.9972027734294255,SineSignal,5,100,2,1,0,0.3
2.89,-1.7513984645145162,SineSignal,5,100,2,1,0,0.3
2.9,-0.16554145459978553,SineSignal,5,100,2,1,0,0.3
2.91,0.4016575972962477,SineSignal,5,100,2,1,0,0.3
2.92,-1.384120194729053,SineSignal,5,100,2,1,0,0.3
2.93,-1.05242338438838,SineSignal,5,100,2,1,0,0.3
2.94,-0.15290945548938994,SineSignal,5,100,2,1,0,0.3
2.95,-0.5135591871782805,SineSignal,5,100,2,1,0,0.3
2.96,0.043072008674371054,SineSignal,5,100,2,1,0,0.3
2.97,-0.07802647313650662,SineSignal,5,100,2,1,0,0.3
2.98,-0.5067634125185654,SineSignal,5,100,2,1,0,0.3
2.99,-0.43596356827378907,SineSignal,5,100,2,1,0,0.3
3.0,0.01662253697612808,SineSignal,5,100,2,1,0,0.3
3.0100000000000002,1.0255202159354073,SineSignal,5,100,2,1,0,0.3
3.02,-0.12438981438249141,SineSignal,5,100,2,1,0,0.3
3.0300000000000002,1.7993623755151038,SineSignal,5,100,2,1,0,0.3
3.04,1.2605066053211003,SineSignal,5,100,2,1,0,0.3
3.0500000000000003,0.5175616903193976,SineSignal,5,100,2,1,0,0.3
3.06,0.8847298751853363,SineSignal,5,100,2,1,0,0.3
3.0700000000000003,1.390547094971623,SineSignal,5,100,2,1,0,0.3
3.08,1.422302316937276,SineSignal,5,100,2,1,0,0.3
3.09,1.135375081956176,SineSignal,5,100,2,1,0,0.3
3.1,1.7703762232263045,SineSignal,5,100,2,1,0,0.3
3.11,2.198185840506154,SineSignal,5,100,2,1,0,0.3
3.12,0.8415517244701962,SineSignal,5,100,2,1,0,0.3
3.13,3.1738545084156264,SineSignal,5,100,2,1,0,0.3
3.14,1.5360595240135966,SineSignal,5,100,2,1,0,0.3
3.15,0.4939066246549033,SineSignal,5,100,2,1,0,0.3
3.16,2.8322109166725795,SineSignal,5,100,2,1,0,0.3
3.17,2.5234924630266558,SineSignal,5,100,2,1,0,0.3
3.18,0.9298043284219192,SineSignal,5,100,2,1,0,0.3
3.19,0.47506047251538064,SineSignal,5,100,2,1,0,0.3
3.2,2.4043227777972773,SineSignal,5,100,2,1,0,0.3
3.21,1.6964483728340511,SineSignal,5,100,2,1,0,0.3
3.22,1.0004694865791919,SineSignal,5,100,2,1,0,0.3
3.23,2.1129124121456333,SineSignal,5,100,2,1,0,0.3
3.24,2.675772552201506,SineSignal,5,100,2,1,0,0.3
3.25,2.8304684014100885,SineSignal,5,100,2,1,0,0.3
3.2600000000000002,3.2663665594907023,SineSignal,5,100,2,1,0,0.3
3.27,2.4255697181212716,SineSignal,5,100,2,1,0,0.3
3.2800000000000002,1.00729524196769,SineSignal,5,100,2,1,0,0.3
3.29,0.9235984252487559,SineSignal,5,100,2,1,0,0.3
3.3000000000000003,3.195850866473254,SineSignal,5,100,2,1,0,0.3
3.31,1.5834646211192254,SineSignal,5,100,2,1,0,0.3
3.3200000000000003,1.0814482764234792,SineSignal,5,100,2,1,0,0.3
3.33,2.183214218805124,SineSignal,5,100,2,1,0,0.3
3.34,2.305521627248396,SineSignal,5,100,2,1,0,0.3
3.35,0.7300254301022948,SineSignal,5,100,2,1,0,0.3
3.36,1.6764228598306916,SineSignal,5,100,2,1,0,0.3
3.37,1.2026334407680426,SineSignal,5,100,2,1,0,0.3
3.38,1.7093760807307086,SineSignal,5,100,2,1,0,0.3
3.39,0.3586940362229857,SineSignal,5,100,2,1,0,0.3
3.4,1.7753134666992807,SineSignal,5,100,2,1,0,0.3
3.41,1.5958388467415006,SineSignal,5,100,2,1,0,0.3
3.42,1.1057563105701076,SineSignal,5,100,2,1,0,0.3
3.43,0.23823369311759657,SineSignal,5,100,2,1,0,0.3
3.44,1.0131507495561647,SineSignal,5,100,2,1,0,0.3
3.45,0.7094602610332602,SineSignal,5,100,2,1,0,0.3
3.46,-0.681646021118527,SineSignal,5,100,2,1,0,0.3
3.47,1.1101484755753974,SineSignal,5,100,2,1,0,0.3
3.48,0.585119400962169,SineSignal,5,100,2,1,0,0.3
3.49,-0.5246323123972477,SineSignal,5,100,2,1,0,0.3
3.5,0.1856633815501672,SineSignal,5,100,2,1,0,0.3
3.5100000000000002,0.5172641922775376,SineSignal,5,100,2,1,0,0.3
3.52,0.5317007384866725,SineSignal,5,100,2,1,0,0.3
3.5300000000000002,-1.4204277485941357,SineSignal,5,100,2,1,0,0.3
3.54,-2.501309021034093,SineSignal,5,100,2,1,0,0.3
3.5500000000000003,-0.26335660859466675,SineSignal,5,100,2,1,0,0.3
3.56,-1.1275969569733093,SineSignal,5,100,2,1,0,0.3
3.5700000000000003,-0.07449320006654614,SineSignal,5,100,2,1,0,0.3
3.58,-1.8219656285619963,SineSignal,5,100,2,1,0,0.3
3.59,-1.0559935457891894,SineSignal,5,100,2,1,0,0.3
3.6,-1.3301972501859232,SineSignal,5,100,2,1,0,0.3
3.61,-1.5282068808885352,SineSignal,5,100,2,1,0,0.3
3.62,-2.0957116291772215,SineSignal,5,100,2,1,0,0.3
3.63,-0.9421251302448325,SineSignal,5,100,2,1,0,0.3
3.64,-1.0854609966575282,SineSignal,5,100,2,1,0,0.3
3.65,-1.725604092251127,SineSignal,5,100,2,1,0,0.3
3.66,-1.4775104190852861,SineSignal,5,100,2,1,0,0.3
3.67,-2.061104571288941,SineSignal,5,100,2,1,0,0.3
3.68,-2.3224490294954663,SineSignal,5,100,2,1,0,0.3
3.69,-1.5488868876063935,SineSignal,5,100,2,1,0,0.3
3.7,-1.5796210406939313,SineSignal,5,100,2,1,0,0.3
3.71,-2.8368620284780492,SineSignal,5,100,2,1,0,0.3
3.72,-1.3823550697070033,SineSignal,5,100,2,1,0,0.3
3.73,-2.724292873597961,SineSignal,5,100,2,1,0,0.3
3.74,-2.1948687587632807,SineSignal,5,100,2,1,0,0.3
3.75,-1.3431438795728936,SineSignal,5,100,2,1,0,0.3
3.7600000000000002,-2.189438253224878,SineSignal,5,100,2,1,0,0.3
3.77,-2.3022515457501997,SineSignal,5,100,2,1,0,0.3
3.7800000000000002,-1.380581573518552,SineSignal,5,100,2,1,0,0.3
3.79,-2.786595543039327,SineSignal,5,100,2,1,0,0.3
3.8000000000000003,-1.5583793079727006,SineSignal,5,100,2,1,0,0.3
3.81,-1.0281753303335217,SineSignal,5,100,2,1,0,0.3
3.8200000000000003,-2.0134578018911693,SineSignal,5,100,2,1,0,0.3
3.83,-1.9972053042572477,SineSignal,5,100,2,1,0,0.3
3.84,-0.6331737480867401,SineSignal,5,100,2,1,0,0.3
3.85,-2.04219997959999,SineSignal,5,100,2,1,0,0.3
3.86,-1.656168916101984,SineSignal,5,100,2,1,0,0.3
3.87,-2.223643897872141,SineSignal,5,100,2,1,0,0.3
3.88,-1.577028023155741,SineSignal,5,100,2,1,0,0.3
3.89,-1.9412702109960653,SineSignal,5,100,2,1,0,0.3
3.9,-0.874983278131302,SineSignal,5,100,2,1,0,0.3
3.91,-0.16942575257260473,SineSignal,5,100,2,1,0,0.3
3.92,-1.3093147422244655,SineSignal,5,100,2,1,0,0.3
3.93,-0.016519950464375266,SineSignal,5,100,2,1,0,0.3
3.94,-1.2040437084965714,SineSignal,5,100,2,1,0,0.3
3.95,-1.6102727817898113,SineSignal,5,100,2,1,0,0.3
3.96,-0.7713706938203335,SineSignal,5,100,2,1,0,0.3
3.97,-0.8505274460887333,SineSignal,5,100,2,1,0,0.3
3.98,0.06840180927792466,SineSignal,5,100,2,1,0,0.3
3.99,-0.225982499431936,SineSignal,5,100,2,1,0,0.3
4.0,0.8978841610393073,SineSignal,5,100,2,1,0,0.3
4.01,0.664430075233281,SineSignal,5,100,2,1,0,0.3
4.0200000000000005,0.13997917511240293,SineSignal,5,100,2,1,0,0.3
4.03,-0.12683941619892836,SineSignal,5,100,2,1,0,0.3
4.04,1.0861824700389715,SineSignal,5,100,2,1,0,0.3
4.05,0.922798517261836,SineSignal,5,100,2,1,0,0.3
4.0600000000000005,0.4808489606313585,SineSignal,5,100,2,1,0,0.3
4.07,0.6225005568586449,SineSignal,5,100,2,1,0,0.3
4.08,-0.4120326058983027,SineSignal,5,100,2,1,0,0.3
4.09,1.8147797614243704,SineSignal,5,100,2,1,0,0.3
