time,amplitude_data,type,duration,sample_rate,amplitude,frequency,phase,noise
0.52,-0.25066646712860857,SineSignal,5,100,2,1,0,0
0.53,-0.37476262917144954,SineSignal,5,100,2,1,0,0
0.54,-0.49737977432971003,SineSignal,5,100,2,1,0,0
0.55,-0.6180339887498955,SineSignal,5,100,2,1,0,0
0.56,-0.7362491053693566,SineSignal,5,100,2,1,0,0
0.5700000000000001,-0.8515585831301453,SineSignal,5,100,2,1,0,0
0.58,-0.96350734820343,SineSignal,5,100,2,1,0,0
0.59,-1.0716535899579929,SineSignal,5,100,2,1,0,0
0.6,-1.175570504584946,SineSignal,5,100,2,1,0,0
0.61,-1.2748479794973793,SineSignal,5,100,2,1,0,0
0.62,-1.3690942118573775,SineSignal,5,100,2,1,0,0
0.63,-1.4579372548428227,SineSignal,5,100,2,1,0,0
0.64,-1.5410264855515787,SineSignal,5,100,2,1,0,0
0.65,-1.6180339887498947,SineSignal,5,100,2,1,0,0
0.66,-1.6886558510040306,SineSignal,5,100,2,1,0,0
0.67,-1.7526133600877272,SineSignal,5,100,2,1,0,0
0.68,-1.8096541049320396,SineSignal,5,100,2,1,0,0
0.6900000000000001,-1.859552971776503,SineSignal,5,100,2,1,0,0
0.7000000000000001,-1.902113032590307,SineSignal,5,100,2,1,0,0
0.71,-1.937166322257262,SineSignal,5,100,2,1,0,0
0.72,-1.9645745014573774,SineSignal,5,100,2,1,0,0
0.73,-1.9842294026289555,SineSignal,5,100,2,1,0,0
0.74,-1.9960534568565431,SineSignal,5,100,2,1,0,0
0.75,-2.0,SineSignal,5,100,2,1,0,0
0.76,-1.9960534568565431,SineSignal,5,100,2,1,0,0
0.77,-1.9842294026289558,SineSignal,5,100,2,1,0,0
0.78,-1.9645745014573774,SineSignal,5,100,2,1,0,0
0.79,-1.9371663222572622,SineSignal,5,100,2,1,0,0
0.8,-1.9021130325903073,SineSignal,5,100,2,1,0,0
0.81,-1.8595529717765025,SineSignal,5,100,2,1,0,0
0.8200000000000001,-1.8096541049320392,SineSignal,5,100,2,1,0,0
0.8300000000000001,-1.7526133600877267,SineSignal,5,100,2,1,0,0
0.84,-1.688655851004031,SineSignal,5,100,2,1,0,0
0.85,-1.6180339887498951,SineSignal,5,100,2,1,0,0
0.86,-1.5410264855515792,SineSignal,5,100,2,1,0,0
0.87,-1.457937254842823,SineSignal,5,100,2,1,0,0
0.88,-1.369094211857378,SineSignal,5,100,2,1,0,0
0.89,-1.2748479794973793,SineSignal,5,100,2,1,0,0
0.9,-1.1755705045849467,SineSignal,5,100,2,1,0,0
0.91,-1.0716535899579926,SineSignal,5,100,2,1,0,0
0.92,-0.9635073482034306,SineSignal,5,100,2,1,0,0
0.93,-0.8515585831301444,SineSignal,5,100,2,1,0,0
0.9400000000000001,-0.7362491053693557,SineSignal,5,100,2,1,0,0
0.9500000000000001,-0.6180339887498953,SineSignal,5,100,2,1,0,0
0.96,-0.4973797743297107,SineSignal,5,100,2,1,0,0
0.97,-0.37476262917144937,SineSignal,5,100,2,1,0,0
0.98,-0.2506664671286093,SineSignal,5,100,2,1,0,0
0.99,-0.12558103905862653,SineSignal,5,100,2,1,0,0
1.0,-4.898587196589413e-16,SineSignal,5,100,2,1,0,0
1.01,0.12558103905862555,SineSignal,5,100,2,1,0,0
1.02,0.25066646712860835,SineSignal,5,100,2,1,0,0
1.03,0.3747626291714484,SineSignal,5,100,2,1,0,0
1.04,0.49737977432970976,SineSignal,5,100,2,1,0,0
1.05,0.6180339887498943,SineSignal,5,100,2,1,0,0
1.06,0.7362491053693564,SineSignal,5,100,2,1,0,0
1.07,0.8515585831301451,SineSignal,5,100,2,1,0,0
1.08,0.9635073482034313,SineSignal,5,100,2,1,0,0
1.09,1.0716535899579933,SineSignal,5,100,2,1,0,0
1.1,1.1755705045849472,SineSignal,5,100,2,1,0,0
1.11,1.27484797949738,SineSignal,5,100,2,1,0,0
1.12,1.3690942118573786,SineSignal,5,100,2,1,0,0
1.1300000000000001,1.4579372548428238,SineSignal,5,100,2,1,0,0
1.1400000000000001,1.5410264855515785,SineSignal,5,100,2,1,0,0
1.1500000000000001,1.6180339887498956,SineSignal,5,100,2,1,0,0
1.16,1.6886558510040295,SineSignal,5,100,2,1,0,0
1.17,1.7526133600877263,SineSignal,5,100,2,1,0,0
1.18,1.8096541049320387,SineSignal,5,100,2,1,0,0
1.19,1.8595529717765023,SineSignal,5,100,2,1,0,0
1.2,1.902113032590307,SineSignal,5,100,2,1,0,0
1.21,1.937166322257262,SineSignal,5,100,2,1,0,0
1.22,1.9645745014573772,SineSignal,5,100,2,1,0,0
1.23,1.9842294026289555,SineSignal,5,100,2,1,0,0
1.24,1.9960534568565431,SineSignal,5,100,2,1,0,0
1.25,2.0,SineSignal,5,100,2,1,0,0
1.26,1.9960534568565431,SineSignal,5,100,2,1,0,0
1.27,1.9842294026289558,SineSignal,5,100,2,1,0,0
1.28,1.9645745014573772,SineSignal,5,100,2,1,0,0
1.29,1.9371663222572622,SineSignal,5,100,2,1,0,0
1.3,1.9021130325903073,SineSignal,5,100,2,1,0,0
1.31,1.8595529717765034,SineSignal,5,100,2,1,0,0
1.32,1.8096541049320385,SineSignal,5,100,2,1,0,0
1.33,1.7526133600877267,SineSignal,5,100,2,1,0,0
1.34,1.6886558510040302,SineSignal,5,100,2,1,0,0
1.35,1.6180339887498951,SineSignal,5,100,2,1,0,0
1.36,1.5410264855515772,SineSignal,5,100,2,1,0,0
1.37,1.457937254842822,SineSignal,5,100,2,1,0,0
1.3800000000000001,1.3690942118573768,SineSignal,5,100,2,1,0,0
1.3900000000000001,1.2748479794973795,SineSignal,5,100,2,1,0,0
1.4000000000000001,1.1755705045849467,SineSignal,5,100,2,1,0,0
1.41,1.0716535899579944,SineSignal,5,100,2,1,0,0
1.42,0.9635073482034324,SineSignal,5,100,2,1,0,0
1.43,0.8515585831301479,SineSignal,5,100,2,1,0,0
1.44,0.736249105369356,SineSignal,5,100,2,1,0,0
1.45,0.6180339887498956,SineSignal,5,100,2,1,0,0
1.46,0.497379774329711,SineSignal,5,100,2,1,0,0
1.47,0.37476262917145137,SineSignal,5,100,2,1,0,0
1.48,0.2506664671286078,SineSignal,5,100,2,1,0,0
1.49,0.12558103905862678,SineSignal,5,100,2,1,0,0
1.5,7.347880794884119e-16,SineSignal,5,100,2,1,0,0
1.51,-0.1255810390586253,SineSignal,5,100,2,1,0,0
1.52,-0.25066646712860635,SineSignal,5,100,2,1,0,0
1.53,-0.3747626291714499,SineSignal,5,100,2,1,0,0
1.54,-0.49737977432970953,SineSignal,5,100,2,1,0,0
1.55,-0.6180339887498941,SineSignal,5,100,2,1,0,0
1.56,-0.7362491053693545,SineSignal,5,100,2,1,0,0
1.57,-0.8515585831301465,SineSignal,5,100,2,1,0,0
1.58,-0.9635073482034311,SineSignal,5,100,2,1,0,0
1.59,-1.071653589957993,SineSignal,5,100,2,1,0,0
1.6,-1.1755705045849456,SineSignal,5,100,2,1,0,0
1.61,-1.274847979497381,SineSignal,5,100,2,1,0,0
1.62,-1.3690942118573783,SineSignal,5,100,2,1,0,0
1.6300000000000001,-1.4579372548428235,SineSignal,5,100,2,1,0,0
1.6400000000000001,-1.5410264855515783,SineSignal,5,100,2,1,0,0
1.6500000000000001,-1.6180339887498945,SineSignal,5,100,2,1,0,0
1.6600000000000001,-1.6886558510040313,SineSignal,5,100,2,1,0,0
1.67,-1.752613360087726,SineSignal,5,100,2,1,0,0
1.68,-1.8096541049320378,SineSignal,5,100,2,1,0,0
1.69,-1.8595529717765027,SineSignal,5,100,2,1,0,0
1.7,-1.9021130325903068,SineSignal,5,100,2,1,0,0
1.71,-1.937166322257262,SineSignal,5,100,2,1,0,0
1.72,-1.964574501457377,SineSignal,5,100,2,1,0,0
1.73,-1.9842294026289558,SineSignal,5,100,2,1,0,0
1.74,-1.9960534568565431,SineSignal,5,100,2,1,0,0
1.75,-2.0,SineSignal,5,100,2,1,0,0
1.76,-1.9960534568565431,SineSignal,5,100,2,1,0,0
1.77,-1.984229402628956,SineSignal,5,100,2,1,0,0
1.78,-1.9645745014573772,SineSignal,5,100,2,1,0,0
1.79,-1.9371663222572624,SineSignal,5,100,2,1,0,0
1.8,-1.9021130325903075,SineSignal,5,100,2,1,0,0
1.81,-1.8595529717765034,SineSignal,5,100,2,1,0,0
1.82,-1.8096541049320385,SineSignal,5,100,2,1,0,0
1.83,-1.752613360087727,SineSignal,5,100,2,1,0,0
1.84,-1.6886558510040304,SineSignal,5,100,2,1,0,0
1.85,-1.6180339887498953,SineSignal,5,100,2,1,0,0
1.86,-1.5410264855515772,SineSignal,5,100,2,1,0,0
1.87,-1.4579372548428222,SineSignal,5,100,2,1,0,0
1.8800000000000001,-1.369094211857377,SineSignal,5,100,2,1,0,0
1.8900000000000001,-1.2748479794973795,SineSignal,5,100,2,1,0,0
1.9000000000000001,-1.175570504584947,SineSignal,5,100,2,1,0,0
1.9100000000000001,-1.0716535899579915,SineSignal,5,100,2,1,0,0
1.92,-0.9635073482034326,SineSignal,5,100,2,1,0,0
1.93,-0.8515585831301481,SineSignal,5,100,2,1,0,0
1.94,-0.7362491053693562,SineSignal,5,100,2,1,0,0
1.95,-0.6180339887498958,SineSignal,5,100,2,1,0,0
1.96,-0.4973797743297112,SineSignal,5,100,2,1,0,0
1.97,-0.3747626291714516,SineSignal,5,100,2,1,0,0
1.98,-0.250666467128608,SineSignal,5,100,2,1,0,0
1.99,-0.12558103905862703,SineSignal,5,100,2,1,0,0
2.0,-9.797174393178826e-16,SineSignal,5,100,2,1,0,0
2.0100000000000002,0.1255810390586286,SineSignal,5,100,2,1,0,0
2.02,0.2506664671286061,SineSignal,5,100,2,1,0,0
2.0300000000000002,0.3747626291714497,SineSignal,5,100,2,1,0,0
2.04,0.4973797743297093,SineSignal,5,100,2,1,0,0
2.05,0.6180339887498905,SineSignal,5,100,2,1,0,0
2.06,0.7362491053693543,SineSignal,5,100,2,1,0,0
2.07,0.8515585831301431,SineSignal,5,100,2,1,0,0
2.08,0.9635073482034309,SineSignal,5,100,2,1,0,0
2.09,1.07165358995799,SineSignal,5,100,2,1,0,0
2.1,1.1755705045849454,SineSignal,5,100,2,1,0,0
2.11,1.2748479794973782,SineSignal,5,100,2,1,0,0
2.12,1.3690942118573781,SineSignal,5,100,2,1,0,0
2.13,1.4579372548428209,SineSignal,5,100,2,1,0,0
2.14,1.5410264855515783,SineSignal,5,100,2,1,0,0
2.15,1.6180339887498942,SineSignal,5,100,2,1,0,0
2.16,1.688655851004031,SineSignal,5,100,2,1,0,0
2.17,1.752613360087726,SineSignal,5,100,2,1,0,0
2.18,1.8096541049320392,SineSignal,5,100,2,1,0,0
2.19,1.8595529717765027,SineSignal,5,100,2,1,0,0
2.2,1.902113032590308,SineSignal,5,100,2,1,0,0
2.21,1.9371663222572617,SineSignal,5,100,2,1,0,0
2.22,1.9645745014573777,SineSignal,5,100,2,1,0,0
2.23,1.9842294026289558,SineSignal,5,100,2,1,0,0
2.24,1.9960534568565433,SineSignal,5,100,2,1,0,0
2.25,2.0,SineSignal,5,100,2,1,0,0
2.2600000000000002,1.9960534568565431,SineSignal,5,100,2,1,0,0
2.27,1.984229402628956,SineSignal,5,100,2,1,0,0
2.2800000000000002,1.9645745014573772,SineSignal,5,100,2,1,0,0
2.29,1.9371663222572624,SineSignal,5,100,2,1,0,0
2.3000000000000003,1.9021130325903064,SineSignal,5,100,2,1,0,0
2.31,1.8595529717765036,SineSignal,5,100,2,1,0,0
2.32,1.8096541049320403,SineSignal,5,100,2,1,0,0
2.33,1.752613360087727,SineSignal,5,100,2,1,0,0
2.34,1.6886558510040324,SineSignal,5,100,2,1,0,0
2.35,1.6180339887498956,SineSignal,5,100,2,1,0,0
2.36,1.5410264855515796,SineSignal,5,100,2,1,0,0
2.37,1.4579372548428222,SineSignal,5,100,2,1,0,0
2.38,1.3690942118573797,SineSignal,5,100,2,1,0,0
2.39,1.2748479794973797,SineSignal,5,100,2,1,0,0
2.4,1.1755705045849472,SineSignal,5,100,2,1,0,0
2.41,1.0716535899579918,SineSignal,5,100,2,1,0,0
2.42,0.9635073482034329,SineSignal,5,100,2,1,0,0
2.43,0.8515585831301451,SineSignal,5,100,2,1,0,0
2.44,0.7362491053693564,SineSignal,5,100,2,1,0,0
2.45,0.6180339887498926,SineSignal,5,100,2,1,0,0
2.46,0.4973797743297114,SineSignal,5,100,2,1,0,0
2.47,0.37476262917144837,SineSignal,5,100,2,1,0,0
2.48,0.2506664671286083,SineSignal,5,100,2,1,0,0
2.49,0.12558103905862372,SineSignal,5,100,2,1,0,0
2.5,1.2246467991473533e-15,SineSignal,5,100,2,1,0,0
2.5100000000000002,-0.12558103905862836,SineSignal,5,100,2,1,0,0
2.52,-0.25066646712860585,SineSignal,5,100,2,1,0,0
2.5300000000000002,-0.3747626291714494,SineSignal,5,100,2,1,0,0
2.54,-0.49737977432970903,SineSignal,5,100,2,1,0,0
2.5500000000000003,-0.618033988749897,SineSignal,5,100,2,1,0,0
2.56,-0.7362491053693574,SineSignal,5,100,2,1,0,0
2.57,-0.8515585831301397,SineSignal,5,100,2,1,0,0
2.58,-0.9635073482034306,SineSignal,5,100,2,1,0,0
2.59,-1.0716535899579926,SineSignal,5,100,2,1,0,0
2.6,-1.1755705045849452,SineSignal,5,100,2,1,0,0
2.61,-1.274847979497378,SineSignal,5,100,2,1,0,0
2.62,-1.3690942118573752,SineSignal,5,100,2,1,0,0
2.63,-1.4579372548428207,SineSignal,5,100,2,1,0,0
2.64,-1.5410264855515803,SineSignal,5,100,2,1,0,0
2.65,-1.618033988749892,SineSignal,5,100,2,1,0,0
2.66,-1.688655851004031,SineSignal,5,100,2,1,0,0
2.67,-1.7526133600877276,SineSignal,5,100,2,1,0,0
2.68,-1.8096541049320392,SineSignal,5,100,2,1,0,0
2.69,-1.8595529717765027,SineSignal,5,100,2,1,0,0
2.7,-1.9021130325903068,SineSignal,5,100,2,1,0,0
2.71,-1.9371663222572617,SineSignal,5,100,2,1,0,0
2.72,-1.964574501457378,SineSignal,5,100,2,1,0,0
2.73,-1.9842294026289553,SineSignal,5,100,2,1,0,0
2.74,-1.9960534568565433,SineSignal,5,100,2,1,0,0
2.75,-2.0,SineSignal,5,100,2,1,0,0
2.7600000000000002,-1.9960534568565431,SineSignal,5,100,2,1,0,0
2.77,-1.9842294026289555,SineSignal,5,100,2,1,0,0
2.7800000000000002,-1.9645745014573774,SineSignal,5,100,2,1,0,0
2.79,-1.9371663222572624,SineSignal,5,100,2,1,0,0
2.8000000000000003,-1.9021130325903075,SineSignal,5,100,2,1,0,0
2.81,-1.8595529717765036,SineSignal,5,100,2,1,0,0
2.82,-1.8096541049320403,SineSignal,5,100,2,1,0,0
2.83,-1.752613360087729,SineSignal,5,100,2,1,0,0
2.84,-1.6886558510040324,SineSignal,5,100,2,1,0,0
2.85,-1.6180339887498936,SineSignal,5,100,2,1,0,0
2.86,-1.541026485551582,SineSignal,5,100,2,1,0,0
2.87,-1.4579372548428227,SineSignal,5,100,2,1,0,0
2.88,-1.3690942118573772,SineSignal,5,100,2,1,0,0
2.89,-1.27484797949738,SineSignal,5,100,2,1,0,0
2.9,-1.1755705045849474,SineSignal,5,100,2,1,0,0
2.91,-1.071653589957995,SineSignal,5,100,2,1,0,0
2.92,-0.9635073482034331,SineSignal,5,100,2,1,0,0
2.93,-0.8515585831301421,SineSignal,5,100,2,1,0,0
2.94,-0.73624910536936,SineSignal,5,100,2,1,0,0
2.95,-0.6180339887498928,SineSignal,5,100,2,1,0,0
2.96,-0.4973797743297082,SineSignal,5,100,2,1,0,0
2.97,-0.3747626291714486,SineSignal,5,100,2,1,0,0
2.98,-0.2506664671286085,SineSignal,5,100,2,1,0,0
2.99,-0.1255810390586275,SineSignal,5,100,2,1,0,0
3.0,-1.4695761589768238e-15,SineSignal,5,100,2,1,0,0
3.0100000000000002,0.12558103905863166,SineSignal,5,100,2,1,0,0
3.02,0.25066646712860563,SineSignal,5,100,2,1,0,0
3.0300000000000002,0.3747626291714527,SineSignal,5,100,2,1,0,0
3.04,0.49737977432970537,SineSignal,5,100,2,1,0,0
3.0500000000000003,0.6180339887498968,SineSignal,5,100,2,1,0,0
3.06,0.7362491053693572,SineSignal,5,100,2,1,0,0
3.0700000000000003,0.8515585831301459,SineSignal,5,100,2,1,0,0
3.08,0.9635073482034304,SineSignal,5,100,2,1,0,0
3.09,1.0716535899579926,SineSignal,5,100,2,1,0,0
3.1,1.175570504584945,SineSignal,5,100,2,1,0,0
3.11,1.2748479794973777,SineSignal,5,100,2,1,0,0
3.12,1.3690942118573752,SineSignal,5,100,2,1,0,0
3.13,1.4579372548428204,SineSignal,5,100,2,1,0,0
3.14,1.5410264855515803,SineSignal,5,100,2,1,0,0
3.15,1.6180339887498918,SineSignal,5,100,2,1,0,0
3.16,1.6886558510040308,SineSignal,5,100,2,1,0,0
3.17,1.7526133600877274,SineSignal,5,100,2,1,0,0
3.18,1.809654104932039,SineSignal,5,100,2,1,0,0
3.19,1.8595529717765025,SineSignal,5,100,2,1,0,0
3.2,1.9021130325903066,SineSignal,5,100,2,1,0,0
3.21,1.9371663222572617,SineSignal,5,100,2,1,0,0
3.22,1.964574501457378,SineSignal,5,100,2,1,0,0
3.23,1.9842294026289553,SineSignal,5,100,2,1,0,0
3.24,1.9960534568565433,SineSignal,5,100,2,1,0,0
3.25,2.0,SineSignal,5,100,2,1,0,0
3.2600000000000002,1.9960534568565431,SineSignal,5,100,2,1,0,0
3.27,1.9842294026289555,SineSignal,5,100,2,1,0,0
3.2800000000000002,1.9645745014573774,SineSignal,5,100,2,1,0,0
3.29,1.9371663222572624,SineSignal,5,100,2,1,0,0
3.3000000000000003,1.9021130325903077,SineSignal,5,100,2,1,0,0
3.31,1.8595529717765036,SineSignal,5,100,2,1,0,0
3.3200000000000003,1.8096541049320374,SineSignal,5,100,2,1,0,0
3.33,1.752613360087729,SineSignal,5,100,2,1,0,0
3.34,1.6886558510040326,SineSignal,5,100,2,1,0,0
3.35,1.6180339887498938,SineSignal,5,100,2,1,0,0
3.36,1.5410264855515823,SineSignal,5,100,2,1,0,0
3.37,1.4579372548428227,SineSignal,5,100,2,1,0,0
3.38,1.3690942118573775,SineSignal,5,100,2,1,0,0
3.39,1.2748479794973802,SineSignal,5,100,2,1,0,0
3.4,1.1755705045849476,SineSignal,5,100,2,1,0,0
3.41,1.0716535899579953,SineSignal,5,100,2,1,0,0
3.42,0.9635073482034333,SineSignal,5,100,2,1,0,0
3.43,0.8515585831301423,SineSignal,5,100,2,1,0,0
3.44,0.7362491053693602,SineSignal,5,100,2,1,0,0
3.45,0.6180339887498931,SineSignal,5,100,2,1,0,0
3.46,0.4973797743297085,SineSignal,5,100,2,1,0,0
3.47,0.3747626291714488,SineSignal,5,100,2,1,0,0
3.48,0.2506664671286088,SineSignal,5,100,2,1,0,0
3.49,0.12558103905862775,SineSignal,5,100,2,1,0,0
3.5,1.7145055188062944e-15,SineSignal,5,100,2,1,0,0
3.5100000000000002,-0.1255810390586314,SineSignal,5,100,2,1,0,0
3.52,-0.25066646712860535,SineSignal,5,100,2,1,0,0
3.5300000000000002,-0.3747626291714524,SineSignal,5,100,2,1,0,0
3.54,-0.49737977432970515,SineSignal,5,100,2,1,0,0
3.5500000000000003,-0.6180339887498966,SineSignal,5,100,2,1,0,0
3.56,-0.736249105369357,SineSignal,5,100,2,1,0,0
3.5700000000000003,-0.8515585831301457,SineSignal,5,100,2,1,0,0
3.58,-0.9635073482034302,SineSignal,5,100,2,1,0,0
3.59,-1.0716535899579924,SineSignal,5,100,2,1,0,0
3.6,-1.175570504584945,SineSignal,5,100,2,1,0,0
3.61,-1.2748479794973775,SineSignal,5,100,2,1,0,0
3.62,-1.369094211857375,SineSignal,5,100,2,1,0,0
3.63,-1.4579372548428204,SineSignal,5,100,2,1,0,0
3.64,-1.54102648555158,SineSignal,5,100,2,1,0,0
3.65,-1.6180339887498918,SineSignal,5,100,2,1,0,0
3.66,-1.6886558510040308,SineSignal,5,100,2,1,0,0
3.67,-1.7526133600877274,SineSignal,5,100,2,1,0,0
3.68,-1.809654104932039,SineSignal,5,100,2,1,0,0
3.69,-1.8595529717765025,SineSignal,5,100,2,1,0,0
3.7,-1.9021130325903066,SineSignal,5,100,2,1,0,0
3.71,-1.9371663222572617,SineSignal,5,100,2,1,0,0
3.72,-1.964574501457378,SineSignal,5,100,2,1,0,0
3.73,-1.984229402628955,SineSignal,5,100,2,1,0,0
3.74,-1.9960534568565433,SineSignal,5,100,2,1,0,0
3.75,-2.0,SineSignal,5,100,2,1,0,0
3.7600000000000002,-1.9960534568565431,SineSignal,5,100,2,1,0,0
3.77,-1.9842294026289555,SineSignal,5,100,2,1,0,0
3.7800000000000002,-1.9645745014573774,SineSignal,5,100,2,1,0,0
3.79,-1.9371663222572626,SineSignal,5,100,2,1,0,0
3.8000000000000003,-1.9021130325903077,SineSignal,5,100,2,1,0,0
3.81,-1.8595529717765038,SineSignal,5,100,2,1,0,0
3.8200000000000003,-1.8096541049320374,SineSignal,5,100,2,1,0,0
3.83,-1.7526133600877292,SineSignal,5,100,2,1,0,0
3.84,-1.6886558510040326,SineSignal,5,100,2,1,0,0
3.85,-1.6180339887498938,SineSignal,5,100,2,1,0,0
3.86,-1.5410264855515825,SineSignal,5,100,2,1,0,0
3.87,-1.4579372548428229,SineSignal,5,100,2,1,0,0
3.88,-1.3690942118573777,SineSignal,5,100,2,1,0,0
3.89,-1.2748479794973804,SineSignal,5,100,2,1,0,0
3.9,-1.1755705045849478,SineSignal,5,100,2,1,0,0
3.91,-1.0716535899579955,SineSignal,5,100,2,1,0,0
3.92,-0.9635073482034334,SineSignal,5,100,2,1,0,0
3.93,-0.8515585831301425,SineSignal,5,100,2,1,0,0
3.94,-0.7362491053693604,SineSignal,5,100,2,1,0,0
3.95,-0.6180339887498933,SineSignal,5,100,2,1,0,0
3.96,-0.4973797743297087,SineSignal,5,100,2,1,0,0
3.97,-0.3747626291714491,SineSignal,5,100,2,1,0,0
3.98,-0.250666467128609,SineSignal,5,100,2,1,0,0
3.99,-0.125581039058628,SineSignal,5,100,2,1,0,0
4.0,-1.959434878635765e-15,SineSignal,5,100,2,1,0,0
4.01,0.12558103905862408,SineSignal,5,100,2,1,0,0
4.0200000000000005,0.2506664671286122,SineSignal,5,100,2,1,0,0
4.03,0.3747626291714522,SineSignal,5,100,2,1,0,0
4.04,0.4973797743297049,SineSignal,5,100,2,1,0,0
4.05,0.6180339887498896,SineSignal,5,100,2,1,0,0
4.0600000000000005,0.7362491053693567,SineSignal,5,100,2,1,0,0
4.07,0.8515585831301454,SineSignal,5,100,2,1,0,0
4.08,0.9635073482034301,SineSignal,5,100,2,1,0,0
4.09,1.0716535899579922,SineSignal,5,100,2,1,0,0
4.1,1.175570504584939,SineSignal,5,100,2,1,0,0
4.11,1.2748479794973828,SineSignal,5,100,2,1,0,0
4.12,1.3690942118573748,SineSignal,5,100,2,1,0,0
4.13,1.4579372548428202,SineSignal,5,100,2,1,0,0
4.14,1.5410264855515754,SineSignal,5,100,2,1,0,0
4.15,1.6180339887498958,SineSignal,5,100,2,1,0,0
4.16,1.6886558510040306,SineSignal,5,100,2,1,0,0
4.17,1.7526133600877272,SineSignal,5,100,2,1,0,0
4.18,1.8096541049320358,SineSignal,5,100,2,1,0,0
4.19,1.859552971776505,SineSignal,5,100,2,1,0,0
4.2,1.9021130325903066,SineSignal,5,100,2,1,0,0
4.21,1.9371663222572615,SineSignal,5,100,2,1,0,0
4.22,1.9645745014573768,SineSignal,5,100,2,1,0,0
4.23,1.984229402628956,SineSignal,5,100,2,1,0,0
4.24,1.9960534568565433,SineSignal,5,100,2,1,0,0
4.25,2.0,SineSignal,5,100,2,1,0,0
4.26,1.9960534568565436,SineSignal,5,100,2,1,0,0
4.2700000000000005,1.9842294026289549,SineSignal,5,100,2,1,0,0
4.28,1.9645745014573774,SineSignal,5,100,2,1,0,0
4.29,1.9371663222572626,SineSignal,5,100,2,1,0,0
4.3,1.9021130325903077,SineSignal,5,100,2,1,0,0
4.3100000000000005,1.8595529717765011,SineSignal,5,100,2,1,0,0
4.32,1.8096541049320376,SineSignal,5,100,2,1,0,0
4.33,1.7526133600877292,SineSignal,5,100,2,1,0,0
4.34,1.6886558510040328,SineSignal,5,100,2,1,0,0
4.3500000000000005,1.618033988749894,SineSignal,5,100,2,1,0,0
4.36,1.541026485551578,SineSignal,5,100,2,1,0,0
